Date,Index,x,Diff,Fluctuations,Transaction_amount,Individual,Foreign,Agency,Financial_Investment,Insurance,Commit,Fund,Bank,Other_finance,Pension,National_municipality,Corp_etc,Foreign_etc
2020/02/14,2243.59,6,10.63,0.0048,63795,-11,945,-1086,-1095,-143,-266,30,22,-16,383,0,160,-8
2020/02/13,2232.96,4,-5.42,-0.0024,81211,-38,2794,-3277,-1458,-297,-269,-172,-10,19,-1089,0,548,-26
2020/02/12,2238.38,6,15.26,0.0069,68921,460,-2163,1488,1642,16,-179,-103,-3,3,112,0,226,-11
2020/02/11,2223.12,6,22.05,0.01,66111,-2203,-934,3182,2201,12,102,-150,2,5,1009,0,-38,-5
2020/02/10,2201.07,4,-10.88,-0.0049,54710,4354,-3039,-1650,-1528,-94,17,-301,33,13,209,0,331,3
2020/02/07,2211.95,4,-15.99,-0.0072,88131,3916,222,-4659,-3224,-31,-106,-298,38,-7,-1029,0,491,29
2020/02/06,2227.94,6,62.31,0.0288,83347,-6880,1585,5167,2193,279,121,518,30,11,2011,0,189,-61
2020/02/05,2165.63,6,7.73,0.0036,77362,4340,4578,-9082,-8943,53,329,-544,6,5,10,0,139,23
2020/02/04,2157.9,6,39.02,0.0184,77911,2026,4876,-7019,-7595,127,21,709,-99,142,-325,0,130,-13
2020/02/03,2118.88,4,-0.13,-0.0001,80687,1180,-3070,1697,547,209,325,236,14,-38,403,0,201,-8
2020/01/31,2119.01,4,-28.99,-0.0135,72266,2787,-4276,1716,-331,222,222,-140,-25,-32,1801,0,-254,26
2020/01/30,2148,4,-37.28,-0.0171,71052,6632,-2802,-4427,-3450,140,-491,-685,-25,-11,97,0,582,14
2020/01/29,2185.28,6,8.56,0.0039,65899,3726,999,-4976,-5781,332,61,-102,63,-25,476,0,237,12
2020/01/28,2176.72,4,-69.41,-0.0309,88182,6671,-5262,-1894,1331,-522,-1514,-1043,12,13,-172,0,470,14
2020/01/23,2246.13,4,-21.12,-0.0093,67901,5813,-1379,-4795,-3596,-130,-264,-210,17,34,-646,0,315,45
2020/01/22,2267.25,6,27.56,0.0123,63656,-2182,-749,2885,2407,108,107,-208,58,17,393,0,31,14
2020/01/21,2239.69,4,-22.95,-0.0101,55695,3605,-2054,-1853,-129,-223,-671,-228,35,-15,-619,0,295,6
2020/01/20,2262.64,6,12.07,0.0054,59504,-546,627,-278,-561,-137,-908,155,507,38,627,0,190,7
2020/01/17,2250.57,6,2.52,0.0011,54443,1860,934,-2966,-2086,-349,-388,0,14,57,-213,0,157,13
2020/01/16,2248.05,6,17.07,0.0077,62044,2234,-270,-2099,-1921,-137,-373,-88,-17,46,393,0,122,12
2020/01/15,2230.98,4,-7.9,-0.0035,59463,3155,-863,-2436,-1520,-12,-610,-525,-43,-54,330,0,129,14
2020/01/14,2238.88,6,9.62,0.0043,72942,1336,2628,-4281,-3111,-371,-336,-261,1,-8,-194,0,305,11
2020/01/13,2229.26,6,22.87,0.0104,62147,-490,2579,-2147,-1741,-134,-273,140,1,0,-140,0,64,-5
2020/01/10,2206.39,6,19.94,0.0091,64592,-231,3792,-3635,-3874,-66,-139,13,-35,25,441,0,81,-7
2020/01/09,2186.45,6,35.14,0.0163,72615,1923,925,-2850,-1555,124,-240,257,-229,-7,-1199,0,18,-17
2020/01/08,2151.31,4,-24.23,-0.0111,87507,-191,2709,-2399,-3406,469,31,327,-9,-1,188,0,-92,-25
2020/01/07,2175.54,6,20.47,0.0095,51435,-1678,1960,-453,-234,-111,75,238,2,0,-424,0,178,-6
2020/01/06,2155.07,4,-21.39,-0.0098,51565,2363,993,-3209,-2789,-29,-161,-122,-7,17,-115,0,-145,-2
2020/01/03,2176.46,6,1.29,0.0006,57636,2737,2617,-5238,-5714,-103,441,52,18,38,27,0,-121,5
2020/01/02,2175.17,4,-22.5,-0.0102,46381,5304,-63,-5400,-4145,-27,-424,43,22,34,-904,0,140,19
2019/12/30,2197.67,4,-6.54,-0.003,41135,1235,-3403,2042,2232,-434,-163,-51,-3,0,464,0,124,2
2019/12/27,2204.21,6,6.28,0.0029,54296,1925,661,-2790,-2517,-1461,726,20,-373,-11,827,0,223,-19
2019/12/26,2197.93,6,7.85,0.0036,47951,-4673,-363,4604,3484,163,179,133,-1,19,625,0,469,-37
2019/12/24,2190.08,4,-13.63,-0.0062,47564,-1081,-1682,2583,2432,42,-283,-269,-88,-18,769,0,167,12
2019/12/23,2203.71,4,-0.47,-0.0002,47342,-3218,-471,3545,3166,-132,122,292,62,-14,46,0,163,-17
2019/12/20,2204.18,6,7.62,0.0035,50208,-3221,1587,1389,855,-56,-21,101,46,25,437,0,273,-29
2019/12/19,2196.56,6,1.8,0.0008,52622,-1639,2490,-1082,182,-297,-447,-322,76,14,-289,0,231,0
2019/12/18,2194.76,4,-0.92,-0.0004,55190,-559,3839,-3358,-948,-505,-1422,-385,41,100,-238,0,85,-6
2019/12/17,2195.68,6,27.53,0.0127,63808,-5291,5159,116,2149,-405,-1240,-351,-32,120,-125,0,41,-24
2019/12/16,2168.15,4,-2.1,-0.001,45612,-2148,-1899,3780,5295,-788,-804,-347,-27,-31,485,0,282,-14
2019/12/13,2170.25,6,32.9,0.0154,62532,-9891,5169,4796,5670,-645,-624,192,-67,-143,414,0,-44,-30
2019/12/12,2137.35,6,31.73,0.0151,83394,-9174,5553,3473,2486,933,387,163,164,-106,-555,0,189,-41
2019/12/11,2105.62,6,7.62,0.0036,48372,-1765,-56,1449,3211,-52,-1347,-213,-21,4,-131,0,391,-18
2019/12/10,2098,6,9.35,0.0045,41729,-1310,-198,1169,1055,63,-245,-285,-10,19,572,0,334,5
2019/12/09,2088.65,6,6.8,0.0033,39825,-818,652,-197,-168,-24,156,227,1,15,-404,0,366,-2
2019/12/06,2081.85,6,21.11,0.0102,42150,-2201,426,1603,850,-129,256,93,10,-1,524,0,167,3
2019/12/05,2060.74,4,-8.15,-0.0039,46250,589,-687,-247,-461,-14,383,-111,5,18,-67,0,335,10
2019/12/04,2068.89,4,-15.18,-0.0073,50857,3201,-3964,507,-138,56,116,-334,21,-4,791,0,243,11
2019/12/03,2084.07,4,-7.85,-0.0038,47095,1272,-2689,1147,465,92,104,-13,48,14,435,0,272,-2
2019/12/02,2091.92,6,3.96,0.0019,45158,496,-3936,3093,2421,-13,283,-119,23,7,491,0,329,16
2019/11/29,2087.96,4,-30.64,-0.0145,51009,4434,-4516,-486,-554,429,391,-184,52,-17,-603,0,551,17
2019/11/28,2118.6,4,-9.25,-0.0043,44832,282,-1166,720,360,353,190,-213,10,0,17,0,164,0
2019/11/27,2127.85,6,6.5,0.0031,43182,180,-1437,941,1557,74,-100,36,-6,-6,-613,0,308,6
2019/11/26,2121.35,4,-2.15,-0.001,76360,604,-8575,7630,5880,221,199,534,19,0,775,0,338,2
2019/11/25,2123.5,6,21.54,0.0102,42885,-1407,-2586,3589,3869,-113,-212,306,-25,-18,-217,0,413,-8
2019/11/22,2101.96,6,5.36,0.0026,43102,582,-1864,911,2434,132,-379,128,-1514,-5,114,0,366,4
2019/11/21,2096.6,4,-28.72,-0.0135,54374,2534,-5729,2645,2329,51,-398,-67,11,2,716,0,526,23
2019/11/20,2125.32,4,-27.92,-0.013,55833,3605,-3342,-981,-896,-56,-540,-602,53,45,1014,0,716,1
2019/11/19,2153.24,4,-7.45,-0.0034,56055,960,-129,-1202,-1182,-67,-453,-350,-23,41,831,0,369,2
2019/11/18,2160.69,4,-1.49,-0.0007,44509,665,-1629,634,1213,-290,-484,-19,-11,8,218,0,327,2
2019/11/15,2162.18,6,22.95,0.0107,56948,-6561,-1372,7858,5773,-67,-121,125,-24,-100,2274,0,118,-43
2019/11/14,2139.23,6,16.78,0.0079,60802,-620,-2073,2260,3969,-70,-286,-233,-1,-7,-1108,0,446,-13
2019/11/13,2122.45,4,-18.47,-0.0086,53767,2276,-271,-2418,-892,-27,-503,-113,23,-27,-877,0,421,-8
2019/11/12,2140.92,6,16.83,0.0079,57439,237,-403,-151,499,-110,-416,-115,-7,-8,7,0,308,9
2019/11/11,2124.09,4,-13.14,-0.0061,53468,1404,-1733,-9,-376,-172,-408,5,51,-9,901,0,326,11
2019/11/08,2137.23,4,-7.06,-0.0033,59692,63,-1043,629,1063,-149,-243,-339,13,12,273,0,343,6
2019/11/07,2144.29,6,0.14,0.0001,51349,642,-1548,535,940,-61,-500,-164,49,47,224,0,354,16
2019/11/06,2144.15,6,1.51,0.0007,56801,-667,2375,-2136,-264,-357,-546,18,-19,-20,-947,0,434,-5
2019/11/05,2142.64,6,12.4,0.0058,51813,-2111,3253,-1335,-251,-111,-541,11,12,-100,-354,0,230,-37
2019/11/04,2130.24,6,30.04,0.0143,56366,-5125,702,4643,2955,96,83,158,-27,10,1367,0,-199,-20
2019/11/01,2100.2,6,16.72,0.008,45994,-593,1387,-1184,-1069,-30,10,-121,3,43,-20,0,400,-9
2019/10/31,2083.48,6,3.21,0.0015,57773,-1498,366,593,40,51,-120,162,-4,25,438,0,557,-19
2019/10/30,2080.27,4,-12.42,-0.0059,50515,1544,82,-2248,-410,-72,-561,-163,47,-4,-1084,0,603,18
2019/10/29,2092.69,4,-0.91,-0.0004,40678,-167,-992,734,794,-72,-180,-93,-7,9,284,0,429,-3
2019/10/28,2093.6,6,5.71,0.0027,38538,-1254,-551,1359,1473,-241,-322,152,-7,16,288,0,455,-8
2019/10/25,2087.89,6,2.23,0.0011,44293,-1072,586,415,698,-178,-114,-79,-6,2,93,0,87,-16
2019/10/24,2085.66,6,5.04,0.0024,52088,-1587,1746,-559,-370,-85,-221,-43,-7,5,163,0,405,-5
2019/10/23,2080.62,4,-8.24,-0.0039,51108,302,1180,-1503,-410,-63,-515,-118,27,-6,-417,0,32,-12
2019/10/22,2088.86,6,24.02,0.0116,48110,-5292,914,4335,3000,-181,-115,100,-36,15,1551,0,96,-53
2019/10/21,2064.84,6,4.15,0.002,35983,446,-1229,541,1021,-238,-116,-209,22,-4,66,0,219,21
2019/10/18,2060.69,4,-17.25,-0.0083,54293,2292,-1300,-999,-172,-193,-302,163,47,5,-548,0,9,-1
2019/10/17,2077.94,4,-4.89,-0.0023,34840,-95,-944,843,937,-172,-226,-268,-12,-20,606,0,197,0
2019/10/16,2082.83,6,14.66,0.0071,44636,-1773,46,1447,944,-52,-41,-10,-21,0,627,0,281,0
2019/10/15,2068.17,6,0.77,0.0004,41389,271,-567,109,508,-21,-228,-372,9,2,211,0,221,-34
2019/10/14,2067.4,6,22.79,0.0111,45794,-2612,231,2218,834,203,458,246,-13,-2,493,0,172,-9
2019/10/11,2044.61,6,16.46,0.0081,37906,-1561,1115,437,-344,230,312,399,-26,3,-137,0,31,-22
2019/10/10,2028.15,4,-18.1,-0.0088,56124,2280,-1387,-954,-2438,183,289,-103,170,12,932,0,49,12
2019/10/08,2046.25,6,24.52,0.0121,42562,-2551,-456,3034,1657,-78,-102,264,-80,6,1367,0,-22,-4
2019/10/07,2021.73,6,1.04,0.0005,34120,-423,-220,440,-18,-1,7,18,17,1,414,0,212,-8
2019/10/04,2020.69,4,-11.22,-0.0055,39632,1000,-1490,242,-302,10,-160,-24,-20,12,727,0,246,0
2019/10/02,2031.91,4,-40.51,-0.0195,39339,5021,-1149,-3808,-1709,-79,-208,-281,95,19,-1644,0,-88,24
2019/10/01,2072.42,6,9.37,0.0045,38699,-1584,-1433,2950,1482,-2,219,275,23,40,912,0,60,7
2019/09/30,2063.05,6,13.12,0.0064,37091,-980,-8,812,-251,60,135,-5,-29,-11,913,0,173,4
2019/09/27,2049.93,4,-24.59,-0.0119,34892,1994,-248,-1755,-501,-450,-111,-311,31,9,-420,0,9,0
2019/09/26,2074.52,6,1.13,0.0005,46568,517,3160,-3848,229,-151,-284,-100,-3595,-14,69,0,170,0
2019/09/25,2073.39,4,-27.65,-0.0132,51819,2225,-3670,1291,2968,-645,-675,-543,-5,-23,216,0,143,9
2019/09/24,2101.04,6,9.34,0.0045,44067,-1620,-2156,3779,2050,-263,-189,-172,-20,-1,2377,0,3,-6
2019/09/23,2091.7,6,0.18,0.0001,40957,-223,-697,838,149,-227,-88,-423,-52,0,1480,0,73,8
2019/09/20,2091.52,6,11.17,0.0054,54016,-2147,447,1815,-744,-74,24,-233,-39,-5,2889,0,-113,-2
2019/09/19,2080.35,6,9.62,0.0046,47968,-1010,2198,-993,-1598,-232,-356,-213,-29,7,1431,0,-177,-17
2019/09/18,2070.73,6,8.4,0.0041,48494,-1615,591,1074,-180,-361,-298,33,-61,-13,1956,0,-17,-32
2019/09/17,2062.33,6,0.11,0.0001,45722,-313,-797,961,-480,-266,-175,-114,-13,0,2011,0,156,-7
2019/09/16,2062.22,6,13.02,0.0064,56766,-456,-1592,1982,-500,-171,28,-163,-9,27,2771,0,77,-10
2019/09/11,2049.2,6,17.12,0.0084,59975,-3344,-2827,6134,3512,-204,-329,-12,19,5,3143,0,46,-9
2019/09/10,2032.08,6,12.53,0.0062,44587,-1919,153,1713,380,84,74,-59,17,-17,1231,0,60,-6
2019/09/09,2019.55,6,10.42,0.0052,44018,-1730,2354,-746,-403,-117,-294,-175,-5,1,248,0,141,-19
2019/09/06,2009.13,6,4.38,0.0022,36671,-338,484,-199,-645,-54,5,-118,14,15,585,0,54,-1
2019/09/05,2004.75,6,16.22,0.0082,55565,-2844,1891,929,336,21,99,266,-7,20,191,0,34,-10
2019/09/04,1988.53,6,22.84,0.0116,41336,-1496,-3503,4829,3431,11,-210,180,-18,15,1421,0,169,0
2019/09/03,1965.69,4,-3.5,-0.0018,39160,404,-3047,2491,467,-149,33,142,8,8,1980,0,155,-2
2019/09/02,1969.19,6,1.4,0.0007,29242,-196,-1244,1322,151,79,-22,51,7,-1,1057,0,116,2
2019/08/30,1967.79,6,34.38,0.0178,43714,-3982,2271,1651,578,50,422,222,-107,-13,497,0,87,-27
2019/08/29,1933.41,4,-7.68,-0.004,37095,523,-1125,454,-953,157,239,-5,37,-9,988,0,151,-3
2019/08/28,1941.09,6,16.49,0.0086,32887,-748,-511,1061,-651,274,264,197,3,4,967,0,208,-10
2019/08/27,1924.6,6,8.29,0.0043,50374,-309,-1185,1313,186,-20,327,308,-3,-1,516,0,176,4
2019/08/26,1916.31,4,-31.99,-0.0164,37512,534,-1187,709,465,-67,-287,-61,63,-11,606,0,-68,12
2019/08/23,1948.3,4,-2.71,-0.0014,34984,-912,76,663,-98,110,-189,197,6,1,635,0,173,-2
2019/08/22,1951.01,4,-13.64,-0.0069,40951,1618,-1236,-512,-1389,129,194,-73,6,-7,626,0,122,7
2019/08/21,1964.65,6,4.4,0.0022,38218,1004,-1281,47,-1093,-69,-123,-190,-11,10,1524,0,221,7
2019/08/20,1960.25,6,20.35,0.0105,41302,-599,1135,-722,-791,165,-9,50,-40,-23,-74,0,192,-5
2019/08/19,1939.9,6,12.73,0.0066,37715,-573,-1389,1869,470,69,129,84,-3,0,1118,0,95,-1
2019/08/16,1927.17,4,-11.2,-0.0058,42742,549,-936,152,-555,143,-88,-155,42,21,744,0,234,0
2019/08/14,1938.37,6,12.54,0.0065,50764,519,-503,-243,-1491,332,170,235,-8,27,491,0,225,1
2019/08/13,1925.83,4,-16.46,-0.0085,43402,1558,-1745,-23,-545,-50,-489,-148,15,-1,1195,0,230,-19
2019/08/12,1942.29,6,4.54,0.0023,39977,1841,-33,-1853,-1942,-46,-181,-19,16,-43,362,0,36,9
2019/08/09,1937.75,6,17.14,0.0089,50512,2152,-47,-2291,-2138,-51,157,-268,-21,-30,61,0,182,4
2019/08/08,1920.61,6,10.9,0.0057,67695,2389,-1018,-1416,-1447,-6,123,235,-9,30,-343,0,44,1
2019/08/07,1909.71,4,-7.79,-0.0041,53733,1769,-990,-989,-1476,-34,282,-133,34,-27,365,0,200,10
2019/08/06,1917.5,4,-29.48,-0.0151,71790,-4439,-6051,10337,5220,367,395,87,-75,13,4327,0,157,-4
2019/08/05,1946.98,4,-51.15,-0.0256,65997,-4436,-3142,7355,2884,100,-130,-368,-312,-25,5207,0,250,-26
2019/08/02,1998.13,4,-19.21,-0.0095,53382,142,-3985,3625,-1621,-126,230,486,12,18,4625,0,210,6
2019/08/01,2017.34,4,-7.21,-0.0036,44431,-873,-45,836,-478,308,523,-53,47,25,462,0,87,-5
2019/07/31,2024.55,4,-14.13,-0.0069,55329,-774,-493,1208,1014,191,-184,56,-33,-3,166,0,61,-2
2019/07/30,2038.68,6,9.2,0.0045,38774,-1469,1412,38,-205,113,10,243,-15,-3,-104,0,20,-2
2019/07/29,2029.48,4,-36.78,-0.0178,46812,-767,-638,1350,1625,15,-305,-186,-91,0,292,0,42,13
2019/07/26,2066.26,4,-8.22,-0.004,51387,-220,1176,-1031,187,-32,-694,-234,32,-92,-198,0,67,7
2019/07/25,2074.48,4,-7.82,-0.0038,52074,457,1130,-1536,-210,161,-676,-45,0,-24,-739,0,-45,-6
2019/07/24,2082.3,4,-19.15,-0.0091,42333,532,584,-1139,257,21,-431,-505,-262,-92,-126,0,21,0
2019/07/23,2101.45,6,8.11,0.0039,46010,-2833,2858,36,95,-43,-220,-222,-31,-53,512,0,-60,-1
2019/07/22,2093.34,4,-1.02,-0.0005,32062,-646,2335,-1685,-1215,-63,-157,54,-65,-13,-225,0,-2,0
2019/07/19,2094.36,6,27.81,0.0135,41984,-4631,1329,3381,2557,-17,-178,312,-219,-16,942,0,-55,-23
2019/07/18,2066.55,4,-6.37,-0.0031,39398,1002,690,-1728,-357,-73,-300,-59,-259,-52,-626,0,17,17
2019/07/17,2072.92,4,-18.95,-0.0091,46435,586,227,-744,-88,-99,-399,-110,-36,-22,11,0,-75,5
2019/07/16,2091.87,6,9.39,0.0045,52841,-2156,2515,-315,72,-21,-36,125,-39,-34,-380,0,-39,-3
2019/07/15,2082.48,4,-4.18,-0.002,37401,-493,140,252,78,-117,58,203,-36,-71,136,0,98,1
2019/07/12,2086.66,6,6.08,0.0029,37752,167,-58,-63,78,21,-13,144,-8,6,-292,0,-45,0
2019/07/11,2080.58,6,21.8,0.0106,50574,-1993,3656,-1781,-2090,18,43,130,-12,-1,129,0,126,-7
2019/07/10,2058.78,6,6.75,0.0033,39385,-12,2027,-1881,-1360,-120,-127,1,-110,0,-163,0,-138,5
2019/07/09,2052.03,4,-12.14,-0.0059,44398,825,230,-1149,-259,-219,53,-76,-85,-6,-554,0,82,9
2019/07/08,2064.17,4,-46.42,-0.022,43497,498,4,-497,331,0,-157,-26,18,-20,-644,0,-19,13
2019/07/05,2110.59,6,1.86,0.0009,40258,-1049,-241,1262,2076,-208,-69,-106,-58,0,-370,0,36,-7
2019/07/04,2108.73,6,12.71,0.0061,45427,-237,397,-93,649,32,-126,-186,-10,-23,-427,0,-69,3
2019/07/03,2096.02,4,-26,-0.0123,46159,1562,-860,-675,306,-793,-237,-20,4,0,64,0,-26,0
2019/07/02,2122.02,4,-7.72,-0.0036,41075,240,337,-515,-134,-161,70,-63,20,6,-252,0,-68,6
2019/07/01,2129.74,4,-0.88,-0.0004,47301,-191,1551,61,377,7,-141,-78,-10,-109,16,0,-1415,-7
2019/06/28,2130.62,4,-3.7,-0.0017,42824,-1994,3133,-1096,-211,-156,-161,-129,-12,4,-429,0,-30,-10
2019/06/27,2134.32,6,12.47,0.0059,51224,-4057,1571,2670,92,-223,66,302,-76,12,2497,0,-172,-12
2019/06/26,2121.85,6,0.21,0.0001,44558,-736,176,609,-321,-196,-90,64,9,2,1142,0,-37,-11
2019/06/25,2121.64,4,-4.69,-0.0022,42497,-211,-17,88,-272,-43,-271,-30,-44,-204,956,0,122,17
2019/06/24,2126.33,6,0.71,0.0003,40549,-727,-989,1637,1096,-515,-1,16,-30,-71,1144,0,83,-2
2019/06/21,2125.62,4,-5.67,-0.0027,52263,1187,134,-1309,-612,-103,-263,-102,6,-75,-157,0,-10,-2
2019/06/20,2131.29,6,6.51,0.0031,39947,-1485,-169,1644,390,-93,52,202,13,-91,1170,0,24,-13
2019/06/19,2124.78,6,26.07,0.0124,49845,-4604,3049,1692,331,101,220,343,22,-2,675,0,-92,-45
2019/06/18,2098.71,6,7.98,0.0038,45795,-1295,2610,868,511,-165,246,-239,-27,13,530,0,-2192,7
2019/06/17,2090.73,4,-4.68,-0.0022,42557,78,-1510,1403,1160,-173,-139,-499,-14,-139,1210,0,18,10
2019/06/14,2095.41,4,-7.74,-0.0037,47164,1576,-687,-921,-1642,-84,-108,-87,-12,25,988,0,38,-6
2019/06/13,2103.15,4,-5.6,-0.0027,59982,1317,-1669,515,251,-23,-90,-514,2,10,878,0,-175,12
2019/06/12,2108.75,4,-3.06,-0.0014,46610,-962,-23,1016,-202,-61,47,-86,-19,36,1302,0,-30,0
2019/06/11,2111.81,6,12.32,0.0059,42766,-2665,1107,2034,626,-8,68,-28,17,-89,1449,0,-61,-415
2019/06/10,2099.49,6,27.16,0.0131,42140,-3384,1831,1672,-200,-120,121,-21,10,3,1879,0,-107,-12
2019/06/07,2072.33,6,3.22,0.0016,43473,-400,-343,657,-75,7,-124,32,4,30,782,0,75,10
2019/06/05,2069.11,6,2.14,0.001,45062,566,-1543,984,-1034,-43,470,338,10,13,1229,0,7,-14
2019/06/04,2066.97,4,-0.88,-0.0004,48417,32,-2014,1935,-1115,227,319,-50,-2,17,2538,0,34,13
2019/06/03,2067.85,6,26.11,0.0128,46404,-1933,2938,-985,-4395,514,399,53,16,34,2391,0,5,-24
2019/05/31,2041.74,6,2.94,0.0014,50390,-612,2058,-1460,-2859,620,380,223,6,6,162,0,11,4
2019/05/30,2038.8,6,15.48,0.0077,49788,-720,479,216,-1358,1052,488,-22,14,28,14,0,19,4
2019/05/29,2023.32,4,-25.51,-0.0125,46866,1931,-3829,1927,1639,797,147,-205,16,23,-490,0,-43,14
2019/05/28,2048.83,6,4.62,0.0023,80802,1198,-7188,6227,1699,236,785,563,54,8,2878,0,-235,-1
2019/05/27,2044.21,4,-1.1,-0.0005,35066,228,-1947,1710,1166,59,55,55,-8,-15,397,0,0,7
2019/05/24,2045.31,4,-14.28,-0.0069,45813,-12,-3097,3069,1884,51,-6,-223,0,181,1182,0,45,-4
2019/05/23,2059.59,4,-5.27,-0.0026,48192,149,819,-962,-1021,191,-11,-46,6,55,-135,0,3,-10
2019/05/22,2064.86,6,3.61,0.0018,46379,728,41,-924,-1105,111,15,181,31,138,-297,0,143,11
2019/05/21,2061.25,6,5.54,0.0027,52723,-94,746,-730,-1204,-32,125,274,7,-2,101,0,81,-2
2019/05/20,2055.71,4,-0.09,0,48896,370,-197,95,246,37,267,-82,-23,-18,-331,0,-288,19
2019/05/17,2055.8,4,-11.89,-0.0058,53788,1824,-1993,42,-680,227,225,114,-35,-15,206,0,126,0
2019/05/16,2067.69,4,-25.09,-0.012,60424,4114,-4687,367,-1128,275,286,381,20,0,531,0,197,8
2019/05/15,2092.78,6,10.94,0.0053,50528,1082,-792,-484,-2021,264,700,374,20,3,173,0,178,15
2019/05/14,2081.84,6,2.83,0.0014,58659,-603,-2850,3367,1243,215,402,196,-52,35,1326,0,86,0
2019/05/13,2079.01,4,-29.03,-0.0138,46011,2581,-1391,-1313,-489,5,-370,-798,-13,-27,379,0,106,18
2019/05/10,2108.04,6,6.03,0.0029,64078,2968,-3233,13,-1096,270,0,196,-11,-189,843,0,241,9
2019/05/09,2102.01,4,-66,-0.0304,82364,8156,-2037,-6465,-3433,-97,-340,-1331,122,13,-1398,0,323,22
2019/05/08,2168.01,4,-8.98,-0.0041,51705,492,91,-631,-646,44,-69,-301,-52,-4,398,0,48,-1
2019/05/07,2176.99,4,-19.33,-0.0088,54670,2822,2018,-4786,-4991,-211,231,-28,29,-20,205,0,-62,8
2019/05/03,2196.32,4,-16.43,-0.0074,52979,2416,1508,-4075,-3523,22,-83,-203,9,-37,-259,0,137,12
2019/05/02,2212.75,6,9.16,0.0042,50266,-1024,676,170,-258,-1,-1,176,80,-15,190,0,174,4
2019/04/30,2203.59,4,-12.84,-0.0058,56971,118,418,-572,-868,85,-142,466,1,-12,-103,0,24,11
2019/04/29,2216.43,6,37.12,0.017,49859,-2833,36,2784,2418,-34,-67,112,-33,-35,424,0,18,-6
2019/04/26,2179.31,4,-11.19,-0.0051,53461,1401,347,-1844,-1578,-110,-416,-433,0,0,694,0,88,7
2019/04/25,2190.5,4,-10.53,-0.0048,56106,629,-178,-446,142,-150,-219,-396,-14,-39,231,0,-18,13
2019/04/24,2201.03,4,-19.48,-0.0088,63424,4030,235,-4213,-3287,-133,-192,-353,-35,15,-226,0,-46,-4
2019/04/23,2220.51,6,3.86,0.0017,49229,180,399,-707,-516,-259,-175,111,-24,26,132,0,120,7
2019/04/22,2216.65,6,0.5,0.0002,46399,701,-135,-502,-1326,-39,38,107,-10,-14,743,0,-13,-50
2019/04/19,2216.15,6,2.38,0.0011,49656,177,-576,351,-414,200,110,430,-34,-8,67,0,38,9
2019/04/18,2213.77,4,-32.12,-0.0143,65011,2959,-1337,-1290,-313,-112,71,-328,-21,-58,-528,0,-348,17
2019/04/17,2245.89,4,-2.74,-0.0012,55861,-589,760,14,145,-157,-278,362,-35,-152,129,0,-181,-3
2019/04/16,2248.63,6,5.75,0.0026,70834,-948,1538,-539,-643,-138,-104,238,-42,-51,202,0,-39,-11
2019/04/15,2242.88,6,9.43,0.0042,66681,465,1780,-2188,-390,-194,-587,-505,-10,-26,-473,0,-57,0
2019/04/12,2233.45,6,9.01,0.0041,60984,-1657,2446,-558,41,-146,-753,237,-71,-21,155,0,-230,0
2019/04/11,2224.44,6,0.05,0,60220,-1512,3244,-1605,343,-262,-427,-336,-57,9,-874,0,-90,-36
2019/04/10,2224.39,6,10.83,0.0049,51350,-2279,-34,2334,3013,-140,-409,-302,-3,5,171,0,-22,1
2019/04/09,2213.56,6,2.96,0.0013,49041,-1740,2098,-331,-95,-88,-75,157,-2,39,-266,0,-17,-8
2019/04/08,2210.6,6,0.99,0.0004,46600,-1181,2735,-1565,-375,-93,-235,74,-7,32,-960,0,15,-4
2019/04/05,2209.61,6,3.08,0.0014,42157,-1544,1003,615,1244,-133,-363,-146,27,8,-21,0,-67,-6
2019/04/04,2206.53,6,3.26,0.0015,48575,-3796,2462,1378,2176,-150,-256,58,34,-36,-446,0,-30,-13
2019/04/03,2203.27,6,26.09,0.012,54669,-4643,1447,2008,608,74,85,52,-18,-19,1225,0,1204,-16
2019/04/02,2177.18,6,8.9,0.0041,42474,-1036,2742,-1505,-2163,202,274,-33,51,76,85,0,-192,-8
2019/04/01,2168.28,6,27.61,0.0129,43651,-4380,2487,1845,100,121,671,384,8,29,530,0,43,3
2019/03/29,2140.67,6,12.57,0.0059,52489,-1560,892,596,-31,107,14,514,66,-10,-64,0,72,-1
2019/03/28,2128.1,4,-17.52,-0.0082,44039,836,-141,-831,-843,97,312,-8,34,-19,-405,0,133,2
2019/03/27,2145.62,4,-3.18,-0.0015,44901,191,-1558,1201,147,65,292,-132,33,-13,808,0,167,-2
2019/03/26,2148.8,6,3.94,0.0018,42489,1556,364,-1915,-830,-111,-979,-11,-12,1,28,0,-15,9
2019/03/25,2144.86,4,-42.09,-0.0192,41364,2692,-721,-2190,-1014,-18,-145,-579,23,21,-477,0,207,12
2019/03/22,2186.95,6,2.07,0.0009,68817,471,5030,-5617,-2973,160,-212,229,-2577,10,-255,0,133,-17
2019/03/21,2184.88,6,7.78,0.0036,62299,-3263,4864,-1515,-3674,200,622,567,12,16,738,0,-61,-23
2019/03/20,2177.1,4,-0.52,-0.0002,41757,855,-1217,387,500,47,-314,20,17,-7,123,0,-6,-18
2019/03/19,2177.62,4,-1.87,-0.0009,38678,369,-123,-157,-165,148,-18,-23,34,29,-162,0,-87,0
2019/03/18,2179.49,6,3.38,0.0016,40932,-1867,-491,2286,1581,-74,-68,434,10,9,393,0,68,3
